;tree;pseudolatex
410;SUM,NEG,MUL,VC,POW,x,6,E,MUL,VC,POW,x,4,E,NEG,VC,MUL,VC,POW,x,5,E,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,9,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,8,E,E;- VC.x^{6} + VC.x^{4} - VC + VC.x^{5} + VC.x - VC.x^{2} + VC.x^{9} + VC.x^{7} + VC.x^{3} - VC.x^{8}
411;SUM,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,7,E,VC,E;VC.x^{6} - VC.x^{2} + VC.x + VC.x^{5} - VC.x^{3} - VC.x^{4} - VC.x^{7} + VC
412;SUM,NEG,MUL,VC,POW,x,5,E,NEG,VC,MUL,VC,POW,x,2,E,MUL,VC,POW,x,6,E,MUL,VC,x,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,7,E,E;- VC.x^{5} - VC + VC.x^{2} + VC.x^{6} + VC.x + VC.x^{4} - VC.x^{3} - VC.x^{7}
413;SUM,MUL,VC,POW,x,3,E,NEG,MUL,VC,x,E,NEG,VC,MUL,VC,POW,x,2,E,E;VC.x^{3} - VC.x - VC + VC.x^{2}
414;SUM,NEG,MUL,VC,POW,x,3,E,NEG,VC,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,E;- VC.x^{3} - VC - VC.x^{2} + VC.x
415;SUM,MUL,VC,POW,x,2,E,VC,MUL,VC,x,E,MUL,VC,POW,x,3,E,E;VC.x^{2} + VC + VC.x + VC.x^{3}
416;SUM,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,E;VC.x^{2} + VC.x + VC + VC.x^{3} - VC.x^{4}
417;SUM,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,4,E,MUL,VC,x,E,VC,E;- VC.x^{3} - VC.x^{2} + VC.x^{4} + VC.x + VC
418;SUM,MUL,VC,POW,x,7,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,x,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,8,E,VC,MUL,VC,POW,x,10,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,9,E,E;VC.x^{7} + VC.x^{3} - VC.x + VC.x^{2} - VC.x^{4} + VC.x^{5} + VC.x^{8} + VC + VC.x^{10} + VC.x^{6} + VC.x^{9}
419;SUM,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,4,E,NEG,VC,E;- VC.x^{5} - VC.x - VC.x^{2} + VC.x^{3} + VC.x^{8} - VC.x^{6} - VC.x^{7} - VC.x^{4} - VC
420;SUM,MUL,VC,x,E,NEG,VC,E;VC.x - VC
421;SUM,MUL,VC,POW,x,7,E,VC,NEG,MUL,VC,POW,x,9,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,x,E,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,8,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,10,E,E;VC.x^{7} + VC - VC.x^{9} + VC.x^{3} - VC.x^{5} - VC.x + VC.x^{6} - VC.x^{8} + VC.x^{4} + VC.x^{2} + VC.x^{10}
422;SUM,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,VC,MUL,VC,x,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,5,E,E;- VC.x^{2} + VC.x^{3} - VC.x^{4} - VC + VC.x + VC.x^{6} + VC.x^{5}
423;SUM,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,VC,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,8,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,5,E,MUL,VC,x,E,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,9,E,E;- VC.x^{4} - VC.x^{3} - VC - VC.x^{6} - VC.x^{8} + VC.x^{2} - VC.x^{5} + VC.x + VC.x^{7} - VC.x^{9}
424;SUM,NEG,VC,MUL,VC,x,E,E;- VC + VC.x
425;SUM,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,NEG,MUL,VC,POW,x,6,E,VC,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,9,E,NEG,MUL,VC,POW,x,10,E,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,E;- VC.x^{2} + VC.x - VC.x^{6} + VC + VC.x^{3} - VC.x^{7} + VC.x^{8} - VC.x^{9} - VC.x^{10} + VC.x^{5} - VC.x^{4}
426;SUM,MUL,VC,x,E,VC,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,4,E,E;VC.x + VC + VC.x^{3} - VC.x^{2} + VC.x^{4}
427;SUM,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,NEG,VC,MUL,VC,POW,x,2,E,MUL,VC,x,E,E;VC.x^{5} - VC.x^{6} + VC.x^{3} + VC.x^{4} - VC + VC.x^{2} + VC.x
428;SUM,MUL,VC,POW,x,3,E,NEG,VC,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,E;VC.x^{3} - VC - VC.x^{2} + VC.x
429;SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,4,E,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,3,E,E;- VC.x^{2} - VC.x^{4} - VC - VC.x - VC.x^{5} - VC.x^{3}
430;SUM,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,6,E,NEG,VC,NEG,MUL,VC,POW,x,4,E,E;- VC.x^{3} - VC.x^{2} - VC.x^{5} - VC.x - VC.x^{6} - VC - VC.x^{4}
431;SUM,NEG,MUL,VC,x,E,NEG,VC,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,E;- VC.x - VC - VC.x^{3} - VC.x^{2}
432;SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,VC,E;- VC.x^{2} - VC.x^{3} - VC.x - VC.x^{4} - VC.x^{5} - VC
433;SUM,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,3,E,NEG,VC,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,2,E,E;- VC.x - VC.x^{3} - VC - VC.x^{4} - VC.x^{5} - VC.x^{2}
434;SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{2} - VC.x - VC
435;SUM,NEG,VC,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,E;- VC - VC.x^{2} - VC.x
436;SUM,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,10,E,NEG,MUL,VC,POW,x,5,E,NEG,VC,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,9,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,3,E,E;- VC.x^{6} - VC.x^{10} - VC.x^{5} - VC - VC.x^{8} - VC.x - VC.x^{4} - VC.x^{2} - VC.x^{9} - VC.x^{7} - VC.x^{3}
437;SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{2} - VC.x - VC
438;SUM,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,6,E,E;- VC.x^{4} - VC.x^{5} - VC - VC.x - VC.x^{7} - VC.x^{3} - VC.x^{2} - VC.x^{8} - VC.x^{6}
439;SUM,MUL,VC,POW,x,5,E,MUL,VC,x,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,2,E,VC,MUL,VC,POW,x,3,E,E;VC.x^{5} + VC.x + VC.x^{4} + VC.x^{2} + VC + VC.x^{3}
440;SUM,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,E;VC.x^{2} + VC.x + VC + VC.x^{4} + VC.x^{3}
441;SUM,MUL,VC,POW,x,10,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,8,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,4,E,VC,MUL,VC,x,E,MUL,VC,POW,x,9,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,3,E,E;VC.x^{10} + VC.x^{5} + VC.x^{8} + VC.x^{7} + VC.x^{4} + VC + VC.x + VC.x^{9} + VC.x^{2} + VC.x^{6} + VC.x^{3}
442;SUM,MUL,VC,POW,x,2,E,MUL,VC,x,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,VC,E;VC.x^{2} + VC.x + VC.x^{4} + VC.x^{3} + VC
443;SUM,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;VC.x^{3} + VC.x^{4} + VC.x^{2} + VC.x + VC
444;SUM,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,6,E,MUL,VC,x,E,MUL,VC,POW,x,5,E,VC,MUL,VC,POW,x,8,E,E;VC.x^{4} + VC.x^{3} + VC.x^{2} + VC.x^{7} + VC.x^{6} + VC.x + VC.x^{5} + VC + VC.x^{8}
445;SUM,MUL,VC,POW,x,6,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,9,E,VC,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,MUL,VC,POW,x,10,E,E;VC.x^{6} + VC.x^{4} + VC.x^{3} + VC.x + VC.x^{2} + VC.x^{5} + VC.x^{9} + VC + VC.x^{7} + VC.x^{8} + VC.x^{10}
446;SUM,MUL,VC,POW,x,5,E,MUL,VC,POW,x,2,E,MUL,VC,x,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,6,E,VC,MUL,VC,POW,x,4,E,E;VC.x^{5} + VC.x^{2} + VC.x + VC.x^{3} + VC.x^{6} + VC + VC.x^{4}
447;SUM,MUL,VC,POW,x,4,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,6,E,MUL,VC,x,E,MUL,VC,POW,x,8,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,5,E,VC,MUL,VC,POW,x,3,E,E;VC.x^{4} + VC.x^{7} + VC.x^{6} + VC.x + VC.x^{8} + VC.x^{2} + VC.x^{5} + VC + VC.x^{3}
448;SUM,MUL,VC,POW,x,4,E,MUL,VC,POW,x,10,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,9,E,MUL,VC,POW,x,7,E,VC,MUL,VC,x,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,8,E,E;VC.x^{4} + VC.x^{10} + VC.x^{2} + VC.x^{5} + VC.x^{9} + VC.x^{7} + VC + VC.x + VC.x^{6} + VC.x^{3} + VC.x^{8}
449;SUM,NEG,VC,NEG,MUL,VC,x,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,E;- VC - VC.x + VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} + VC.x^{7}
450;SUM,NEG,VC,MUL,VC,x,E,E;- VC + VC.x
451;SUM,NEG,VC,NEG,MUL,VC,x,E,E;- VC - VC.x
452;SUM,NEG,VC,NEG,MUL,VC,x,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,9,E,E;- VC - VC.x + VC.x^{2} - VC.x^{3} - VC.x^{4} + VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8} - VC.x^{9}
453;SUM,NEG,VC,NEG,MUL,VC,x,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,E;- VC - VC.x + VC.x^{2} - VC.x^{3}
454;SUM,NEG,VC,MUL,VC,x,E,E;- VC + VC.x
455;SUM,NEG,VC,NEG,MUL,VC,x,E,E;- VC - VC.x
456;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,E;VC + VC.x + VC.x^{2} - VC.x^{3}
457;SUM,NEG,VC,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,8,E,MUL,VC,POW,x,9,E,E;- VC + VC.x - VC.x^{2} + VC.x^{3} + VC.x^{4} - VC.x^{5} + VC.x^{6} - VC.x^{7} - VC.x^{8} + VC.x^{9}
458;SUM,VC,NEG,MUL,VC,x,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,E;VC - VC.x + VC.x^{2} - VC.x^{3} + VC.x^{4} - VC.x^{5}
459;SUM,NEG,VC,NEG,MUL,VC,x,E,E;- VC - VC.x
460;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6}
461;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5}
462;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6}
463;SUM,NEG,VC,NEG,MUL,VC,x,E,E;- VC - VC.x
464;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7}
465;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3}
466;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4}
467;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3}
468;SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,E;- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7}
469;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5} + VC.x^{6} + VC.x^{7} + VC.x^{8}
470;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5}
471;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4}
472;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,E;VC + VC.x + VC.x^{2} + VC.x^{3}
473;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5} + VC.x^{6} + VC.x^{7} + VC.x^{8}
474;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5} + VC.x^{6} + VC.x^{7} + VC.x^{8}
475;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,E;VC + VC.x + VC.x^{2} + VC.x^{3}
476;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,MUL,VC,POW,x,9,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5} + VC.x^{6} + VC.x^{7} + VC.x^{8} + VC.x^{9}
477;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,E;VC + VC.x + VC.x^{2} + VC.x^{3}
478;SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,E;VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4}
479;SUM,MUL,VC,POW,x,8,E,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,MUL,VC,x,E,NEG,VC,E;VC.x^{8} + VC.x^{7} - VC.x^{6} + VC.x^{5} + VC.x^{4} - VC.x^{3} + VC.x^{2} + VC.x - VC
480;SUM,NEG,MUL,VC,POW,x,10,E,MUL,VC,POW,x,9,E,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,7,E,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,VC,E;- VC.x^{10} + VC.x^{9} + VC.x^{8} - VC.x^{7} + VC.x^{6} - VC.x^{5} + VC.x^{4} + VC.x^{3} - VC.x^{2} - VC.x + VC
481;SUM,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;- VC.x^{5} - VC.x^{4} + VC.x^{3} - VC.x^{2} + VC.x + VC
482;SUM,MUL,VC,x,E,VC,E;VC.x + VC
483;SUM,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;VC.x^{6} - VC.x^{5} + VC.x^{4} - VC.x^{3} + VC.x^{2} + VC.x + VC
484;SUM,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;VC.x^{8} - VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} + VC.x^{2} - VC.x - VC
485;SUM,MUL,VC,POW,x,8,E,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;VC.x^{8} + VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} + VC.x^{3} - VC.x^{2} + VC.x + VC
486;SUM,NEG,MUL,VC,POW,x,10,E,MUL,VC,POW,x,9,E,NEG,MUL,VC,POW,x,8,E,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{10} + VC.x^{9} - VC.x^{8} + VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} + VC.x^{2} - VC.x - VC
487;SUM,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;VC.x^{6} - VC.x^{5} + VC.x^{4} + VC.x^{3} - VC.x^{2} + VC.x + VC
488;SUM,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;VC.x^{2} - VC.x - VC
489;SUM,NEG,MUL,VC,POW,x,9,E,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{9} - VC.x^{8} - VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
490;SUM,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
491;SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{2} - VC.x - VC
492;SUM,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{3} - VC.x^{2} - VC.x - VC
493;SUM,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{8} - VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
494;SUM,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
495;SUM,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x - VC
496;SUM,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{8} - VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
497;SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{2} - VC.x - VC
498;SUM,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E;- VC.x^{3} - VC.x^{2} - VC.x - VC
499;SUM,MUL,VC,POW,x,10,E,MUL,VC,POW,x,9,E,MUL,VC,POW,x,8,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;VC.x^{10} + VC.x^{9} + VC.x^{8} + VC.x^{7} + VC.x^{6} + VC.x^{5} + VC.x^{4} + VC.x^{3} + VC.x^{2} + VC.x + VC
500;SUM,MUL,VC,POW,x,5,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,MUL,VC,x,E,VC,E;VC.x^{5} + VC.x^{4} + VC.x^{3} + VC.x^{2} + VC.x + VC
