,tree,group
4,"CASES,EQ,SUM,MUL,VN,x,E,NEG,MUL,VF,y,E,E,VF,EQ,SUM,NEG,MUL,VN,x,E,NEG,MUL,VN,y,E,E,VF,E",8
5,"CASES,EQ,SUM,MUL,VF,y,E,E,VN,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VF,x,E,E,VF,E",8
6,"CASES,EQ,SUM,NEG,MUL,VN,y,E,E,VF,EQ,SUM,NEG,MUL,VF,x,E,E,VN,E",8
7,"CASES,EQ,SUM,NEG,MUL,VF,y,E,MUL,VN,x,E,E,VN,EQ,SUM,MUL,VF,x,E,E,VN,E",8
8,"CASES,EQ,SUM,MUL,VN,y,E,E,VN,EQ,SUM,MUL,VF,x,E,E,VN,E",8
9,"CASES,EQ,SUM,MUL,VF,y,E,E,VN,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,E,VF,E",8
10,"CASES,EQ,SUM,NEG,MUL,VN,x,E,NEG,MUL,VN,y,E,E,VN,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VF,x,E,E,VF,E",8
11,"CASES,EQ,SUM,NEG,MUL,VN,x,E,NEG,MUL,VN,y,E,E,VN,EQ,SUM,NEG,MUL,VN,x,E,NEG,MUL,VF,y,E,E,VF,E",8
12,"CASES,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,E,VN,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,y,E,E,VF,E",8
13,"CASES,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,y,E,E,VF,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VN,y,E,E,VF,E",8
14,"CASES,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,E,VN,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VN,y,E,E,VF,E",8
15,"CASES,EQ,SUM,NEG,MUL,VN,x,E,E,VN,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,y,E,E,VF,E",8
16,"CASES,EQ,SUM,NEG,MUL,VF,x,E,E,VF,EQ,SUM,NEG,MUL,VN,x,E,E,VF,E",8
17,"CASES,EQ,SUM,NEG,MUL,VN,x,E,NEG,MUL,VF,y,E,E,VN,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VN,x,E,E,VN,E",8
18,"CASES,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VN,y,E,E,VN,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VF,x,E,E,VF,E",8
19,"CASES,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,y,E,E,VF,EQ,SUM,NEG,MUL,VN,y,E,E,VN,E",8
20,"CASES,EQ,SUM,MUL,VN,y,E,MUL,VN,x,E,E,VF,EQ,SUM,MUL,VN,x,E,MUL,VF,y,E,E,VF,E",8
21,"CASES,EQ,SUM,MUL,VF,x,E,MUL,VN,y,E,E,VF,EQ,SUM,MUL,VF,y,E,MUL,VF,x,E,E,VF,E",8
22,"CASES,EQ,SUM,MUL,VF,y,E,MUL,VF,x,E,E,VF,EQ,SUM,MUL,VF,y,E,MUL,VF,x,E,E,VN,E",8
23,"CASES,EQ,SUM,MUL,VN,x,E,MUL,VN,y,E,E,VN,EQ,SUM,MUL,VN,y,E,MUL,VN,x,E,E,VF,E",8
24,"CASES,EQ,SUM,MUL,VF,x,E,MUL,VF,y,E,E,VF,EQ,SUM,MUL,VN,y,E,MUL,VF,x,E,E,VF,E",8
25,"CASES,EQ,SUM,MUL,VN,y,E,E,VN,EQ,SUM,MUL,VF,x,E,E,VN,E",8
26,"CASES,EQ,SUM,MUL,VN,x,E,MUL,VF,y,E,E,VN,EQ,SUM,MUL,VN,x,E,E,VF,E",8
27,"CASES,EQ,SUM,MUL,VF,y,E,MUL,VN,x,E,E,VF,EQ,SUM,MUL,VN,x,E,MUL,VF,y,E,E,VN,E",8
28,"CASES,EQ,SUM,MUL,VF,y,E,MUL,VN,x,E,E,VN,EQ,SUM,MUL,VN,x,E,E,VF,E",8
29,"CASES,EQ,SUM,MUL,VF,x,E,E,VF,EQ,SUM,MUL,VF,x,E,MUL,VN,y,E,E,VF,E",8
