expr_id,input,target,description,tree_expr,pseudolatex,latex_expr
212,reconocer entidades nombradas: Polinomios de grado 5 Coeficiente independiente 2/3 Polinomios completo. Cantidad de términos 5 Ordenado,Polinomios [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] Coeficiente [B-ELEM] independiente [I-ELEM] 2 [B-ELVAL] / [I-ELVAL] 3 [I-ELVAL] Polinomios [B-EXTYPE] completo. [B-EXCHAR] Cantidad [O] de [O] términos [B-ELEM] 5 [B-ELCOUNT] Ordenado [B-EXCHAR],Polinomios de grado 5 Coeficiente independiente 2/3 Polinomios completo. Cantidad de términos 5 Ordenado,SUM MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E FRAC 2 3 E,VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR,\frac{3}{2}x^{5} + 18x^{4} + 31x^{3} + \frac{4}{6}x^{2} + 26.5x + \frac{2}{3}
215,"reconocer entidades nombradas: Polinomio de grado 6, completo, no ordenado y con 7 términos","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] no [B-EXCHAR] ordenado [I-EXCHAR] y [O] con [O] 7 [B-ELCOUNT] términos [B-ELEM]","Polinomio de grado 6, completo, no ordenado y con 7 términos",SUM MUL VR POW x 6 E MUL VR POW x 4 E MUL VR POW x 5 E NEG VR MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E E,VRx^{6} + VRx^{4} + VRx^{5} - VR + VRx^{3} - VRx^{2} + VRx,\frac{3}{10}x^{6} + \frac{10}{10}x^{4} + \frac{6}{6}x^{5} - 32 + \frac{8}{2}x^{3} - \frac{6}{4}x^{2} + \frac{1}{9}x
215,reconocer entidades nombradas: Polinomio fraccionario de grado 6 completo,Polinomio [B-EXTYPE] fraccionario [B-NSET] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR],Polinomio fraccionario de grado 6 completo,SUM MUL VR POW x 6 E MUL VR POW x 4 E MUL VR POW x 5 E NEG VR MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E E,VRx^{6} + VRx^{4} + VRx^{5} - VR + VRx^{3} - VRx^{2} + VRx,\frac{3}{10}x^{6} + \frac{10}{10}x^{4} + \frac{6}{6}x^{5} - 32 + \frac{8}{2}x^{3} - \frac{6}{4}x^{2} + \frac{1}{9}x
217,"reconocer entidades nombradas: polinomio de grado 7, completo, ordenado de forma creciente y con 8 términos","polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] ordenado [B-EXCHAR] de [O] forma [O] creciente [O] y [O] con [O] 8 [B-ELCOUNT] términos [B-ELEM]","polinomio de grado 7, completo, ordenado de forma creciente y con 8 términos",SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E E,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7},- \frac{3}{6} - \frac{1}{2}x - \frac{1}{3}x^{2} - \frac{5}{1}x^{3} - 19x^{4} - \frac{1}{6}x^{5} - \frac{10}{6}x^{6} - \frac{4}{1}x^{7}
217,"reconocer entidades nombradas: Polinomio con coeficientes fraccionarios negativos de grado 7, completo","Polinomio [B-EXTYPE] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] negativos [B-ELCHAR] de [O] grado [B-ATRIB] 7 [B-ATVAL] , [O] completo [B-EXCHAR]","Polinomio con coeficientes fraccionarios negativos de grado 7, completo",SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E E,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7},- \frac{3}{6} - \frac{1}{2}x - \frac{1}{3}x^{2} - \frac{5}{1}x^{3} - 19x^{4} - \frac{1}{6}x^{5} - \frac{10}{6}x^{6} - \frac{4}{1}x^{7}
217,reconocer entidades nombradas: Polinomio fraccionario de grado 7 completo,Polinomio [B-ATVAL] fraccionario [B-NSET] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR],Polinomio fraccionario de grado 7 completo,SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E E,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7},- \frac{3}{6} - \frac{1}{2}x - \frac{1}{3}x^{2} - \frac{5}{1}x^{3} - 19x^{4} - \frac{1}{6}x^{5} - \frac{10}{6}x^{6} - \frac{4}{1}x^{7}
234,reconocer entidades nombradas: Polinomio de grado 3 Completo,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] Completo [B-EXCHAR],Polinomio de grado 3 Completo,SUM MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{3} + VRx^{2} + VRx + VR,11.4x^{3} + \frac{4}{9}x^{2} + 17.1x + \frac{2}{5}
234,"reconocer entidades nombradas: Polinimio de grado 3 ordenado, sin coeficientes nulos","Polinimio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] ordenado [B-EXCHAR] , [O] sin [O] coeficientes [B-ELEM] nulos [B-ELCHAR]","Polinimio de grado 3 ordenado, sin coeficientes nulos",SUM MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{3} + VRx^{2} + VRx + VR,11.4x^{3} + \frac{4}{9}x^{2} + 17.1x + \frac{2}{5}
236,"reconocer entidades nombradas: Polinomio de grado 5, desordenado.","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] , [O] desordenado [B-EXCHAR] . [O]","Polinomio de grado 5, desordenado.",SUM MUL VR x E MUL VR POW x 4 E MUL VR POW x 5 E MUL VR POW x 3 E VR MUL VR POW x 2 E E,VRx + VRx^{4} + VRx^{5} + VRx^{3} + VR + VRx^{2},36x + 42x^{4} + 26.0x^{5} + \frac{3}{7}x^{3} + \frac{7}{2} + \frac{6}{3}x^{2}
237,"reconocer entidades nombradas: Polinomio de grado 6, ordenado, con variable=x, algunos fracciones","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] ordenado [B-EXCHAR] , [O] con [O] variable=x [B-ELEM] , [O] algunos [O] fracciones [B-NSET]","Polinomio de grado 6, ordenado, con variable=x, algunos fracciones",SUM MUL VR POW x 6 E MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR,48.7x^{6} + 21x^{5} + \frac{6}{8}x^{4} + 16x^{3} + \frac{5}{2}x^{2} + 22x + 4.4
237,reconocer entidades nombradas: Polinomio de grado 6 Completo,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] Completo [B-EXCHAR],Polinomio de grado 6 Completo,SUM MUL VR POW x 6 E MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR,48.7x^{6} + 21x^{5} + \frac{6}{8}x^{4} + 16x^{3} + \frac{5}{2}x^{2} + 22x + 4.4
238,reconocer entidades nombradas: Polinomio completo de grado 7,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 7 [B-ATVAL],Polinomio completo de grado 7,SUM NEG MUL VR POW x 6 E NEG MUL VR POW x 4 E MUL VR POW x 3 E NEG MUL VR POW x 2 E VR NEG MUL VR POW x 5 E MUL VR x E NEG MUL VR POW x 7 E E,- VRx^{6} - VRx^{4} + VRx^{3} - VRx^{2} + VR - VRx^{5} + VRx - VRx^{7},- 3.4x^{6} - \frac{2}{8}x^{4} + \frac{4}{4}x^{3} - \frac{1}{2}x^{2} + 9 - \frac{2}{8}x^{5} + 18x - 49x^{7}
249,reconocer entidades nombradas: Polinomio de grado 10 completo y desordenado. La mayoría de los coeficientes son fracciones,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 10 [B-ATVAL] completo [B-EXCHAR] y [O] desordenado. [B-EXCHAR] La [O] mayoría [O] de [O] los [O] coeficientes [B-ELEM] son [O] fracciones [B-NSET],Polinomio de grado 10 completo y desordenado. La mayoría de los coeficientes son fracciones,SUM NEG MUL VR POW x 4 E NEG VR MUL VR POW x 3 E NEG MUL VR x E MUL VR POW x 9 E NEG MUL VR POW x 10 E MUL VR POW x 7 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 2 E MUL VR POW x 8 E E,- VRx^{4} - VR + VRx^{3} - VRx + VRx^{9} - VRx^{10} + VRx^{7} - VRx^{5} - VRx^{6} - VRx^{2} + VRx^{8},- 33.4x^{4} - \frac{8}{1} + \frac{4}{9}x^{3} - \frac{4}{1}x + \frac{1}{10}x^{9} - \frac{8}{8}x^{10} + \frac{4}{8}x^{7} - \frac{5}{7}x^{5} - \frac{10}{5}x^{6} - 13.0x^{2} + \frac{3}{9}x^{8}
249,reconocer entidades nombradas: Polinomio de grado 10,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 10 [B-ATVAL],Polinomio de grado 10,SUM NEG MUL VR POW x 4 E NEG VR MUL VR POW x 3 E NEG MUL VR x E MUL VR POW x 9 E NEG MUL VR POW x 10 E MUL VR POW x 7 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 2 E MUL VR POW x 8 E E,- VRx^{4} - VR + VRx^{3} - VRx + VRx^{9} - VRx^{10} + VRx^{7} - VRx^{5} - VRx^{6} - VRx^{2} + VRx^{8},- 33.4x^{4} - \frac{8}{1} + \frac{4}{9}x^{3} - \frac{4}{1}x + \frac{1}{10}x^{9} - \frac{8}{8}x^{10} + \frac{4}{8}x^{7} - \frac{5}{7}x^{5} - \frac{10}{5}x^{6} - 13.0x^{2} + \frac{3}{9}x^{8}
250,reconocer entidades nombradas: Polinomio de primer grado completo. Coeficiente principal 33,Polinomio [B-EXTYPE] de [O] primer [B-ATVAL] grado [B-ATRIB] completo. [B-EXCHAR] Coeficiente [B-ELEM] principal [I-ELEM] 33 [B-ELVAL],Polinomio de primer grado completo. Coeficiente principal 33,SUM VR MUL 33 x E E,VR + VRx,46.6 + 33x
250,reconocer entidades nombradas: Polinomio de grado 1,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL],Polinomio de grado 1,SUM VR MUL VR x E E,VR + VRx,46.6 + 33x
252,reconocer entidades nombradas: Polinomio de grado 7,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL],Polinomio de grado 7,SUM NEG MUL VR POW x 7 E NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E NEG MUL VR x E NEG VR E,- VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR,- \frac{7}{9}x^{7} - \frac{9}{6}x^{6} - 25.9x^{5} - 34x^{4} - \frac{8}{5}x^{3} - \frac{3}{1}x^{2} - \frac{10}{8}x - 26
254,"reconocer entidades nombradas: Polinomio de grado 10, coeficiente principal 2/10, ordenando y completo","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 10 [B-ATVAL] , [O] coeficiente [B-ELEM] principal [I-ELEM] 2 [B-ELVAL] / [I-ELVAL] 10 [I-ELVAL] , [O] ordenando [B-EXCHAR] y [O] completo [B-ATRIB]","Polinomio de grado 10, coeficiente principal 2/10, ordenando y completo",SUM MUL FRAC 2 10 POW x 10 E MUL VR POW x 9 E NEG MUL VR POW x 8 E NEG MUL VR POW x 7 E NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E NEG VR E,VRx^{10} + VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} + VRx - VR,\frac{2}{10}x^{10} + \frac{3}{2}x^{9} - 34x^{8} - \frac{2}{9}x^{7} - 37.2x^{6} - 20x^{5} - 1x^{4} - \frac{6}{10}x^{3} - 7x^{2} + 32x - \frac{10}{4}
256,"reconocer entidades nombradas: Polinomio de grado 6, coeficiente principal 17, completo y ordenado","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] coeficiente [B-ELEM] principal [I-ELEM] 17 [B-ELVAL] , [O] completo [B-EXCHAR] y [O] ordenado [B-EXCHAR]","Polinomio de grado 6, coeficiente principal 17, completo y ordenado",SUM MUL 17 POW x 6 E MUL VR POW x 5 E NEG MUL VR POW x 4 E MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E NEG VR E,VRx^{6} + VRx^{5} - VRx^{4} + VRx^{3} - VRx^{2} + VRx - VR,17x^{6} + \frac{10}{7}x^{5} - 38.3x^{4} + 44x^{3} - \frac{8}{6}x^{2} + \frac{4}{10}x - \frac{2}{7}
265,reconocer entidades nombradas: Polinomio de grado 1 y numeros negativos,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] y [O] numeros [B-ELEM] negativos [B-ELCHAR],Polinomio de grado 1 y numeros negativos,SUM NEG MUL VR x E NEG VR E,- VRx - VR,- 34x - 45.7
273,reconocer entidades nombradas: polinomio de grado 6 completo compuesto de coeficientes racionales y decimales,polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] completo [B-EXCHAR] compuesto [O] de [O] coeficientes [B-ELEM] racionales [B-NSET] y [O] decimales [B-NSET],polinomio de grado 6 completo compuesto de coeficientes racionales y decimales,SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 6 E MUL VR POW x 4 E VR MUL VR x E MUL VR POW x 5 E E,VRx^{2} + VRx^{3} + VRx^{6} + VRx^{4} + VR + VRx + VRx^{5},\frac{9}{10}x^{2} + \frac{10}{4}x^{3} + 43.9x^{6} + 9x^{4} + 45.9 + 13x + 48x^{5}
273,reconocer entidades nombradas: Polinomio de grado 6 X variable,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] X [B-VAR] variable [B-ELEM],Polinomio de grado 6 X variable,SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 6 E MUL VR POW x 4 E VR MUL VR x E MUL VR POW x 5 E E,VRx^{2} + VRx^{3} + VRx^{6} + VRx^{4} + VR + VRx + VRx^{5},\frac{9}{10}x^{2} + \frac{10}{4}x^{3} + 43.9x^{6} + 9x^{4} + 45.9 + 13x + 48x^{5}
277,reconocer entidades nombradas: Polinomio de grado 9 completo y ordenado,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 9 [B-ATVAL] completo [B-EXCHAR] y [O] ordenado [B-EXCHAR],Polinomio de grado 9 completo y ordenado,SUM NEG VR NEG MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E MUL VR POW x 7 E MUL VR POW x 8 E MUL VR POW x 9 E E,- VR - VRx + VRx^{2} - VRx^{3} + VRx^{4} - VRx^{5} + VRx^{6} + VRx^{7} + VRx^{8} + VRx^{9},- \frac{2}{2} - 43.9x + \frac{2}{10}x^{2} - 34x^{3} + 15x^{4} - \frac{6}{5}x^{5} + 10x^{6} + 34.1x^{7} + 9x^{8} + \frac{9}{10}x^{9}
277,reconocer entidades nombradas: Polinomio de grado 9 X variable,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 9 [B-ATVAL] X [B-VAR] variable [B-ELEM],Polinomio de grado 9 X variable,SUM NEG VR NEG MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E MUL VR POW x 7 E MUL VR POW x 8 E MUL VR POW x 9 E E,- VR - VRx + VRx^{2} - VRx^{3} + VRx^{4} - VRx^{5} + VRx^{6} + VRx^{7} + VRx^{8} + VRx^{9},- \frac{2}{2} - 43.9x + \frac{2}{10}x^{2} - 34x^{3} + 15x^{4} - \frac{6}{5}x^{5} + 10x^{6} + 34.1x^{7} + 9x^{8} + \frac{9}{10}x^{9}
280,"reconocer entidades nombradas: Polinomio de grado 8 completo, con 9 términos, está en orden","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] 9 [B-ELCOUNT] términos [B-ELEM] , [O] está [O] en [B-EXCHAR] orden [I-EXCHAR]","Polinomio de grado 8 completo, con 9 términos, está en orden",SUM MUL VR POW x 8 E MUL VR POW x 7 E MUL VR POW x 6 E MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{8} + VRx^{7} + VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR,41.6x^{8} + 17.7x^{7} + \frac{8}{4}x^{6} + 19x^{5} + 40x^{4} + \frac{1}{6}x^{3} + 14x^{2} + \frac{7}{2}x + 26
287,reconocer entidades nombradas: Es un polinomio de grado 4 con coeficientes reales,Es [O] un [O] polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] con [O] coeficientes [B-ELEM] reales [B-NSET],Es un polinomio de grado 4 con coeficientes reales,SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E E,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4},36 + 11x + \frac{8}{2}x^{2} + 39x^{3} + 26.3x^{4}
291,reconocer entidades nombradas: Polinomio de grado 1  X variable,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] X [B-VAR] variable [B-ELEM],Polinomio de grado 1  X variable,SUM VR NEG MUL VR x E E,VR - VRx,24 - 37x
291,"reconocer entidades nombradas: polinomio de grado 1 completo, con coeficiente principal -37 y termino independiente 24.","polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] completo [B-EXCHAR] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] -37 [B-ELVAL] y [O] termino [B-ELEM] independiente [I-ELEM] 24 [B-ELVAL] . [O]","polinomio de grado 1 completo, con coeficiente principal -37 y termino independiente 24.",SUM 24 NEG MUL 37 x E E,VR - VRx,24 - 37x
297,"reconocer entidades nombradas: Polinomio grado 6, completo","Polinomio [B-EXTYPE] grado [B-ATRIB] 6 [B-ATVAL] , [O] completo [B-EXCHAR]","Polinomio grado 6, completo",SUM NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E VR E,- VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} + VRx + VR,- \frac{10}{1}x^{6} - \frac{9}{9}x^{5} - 41.7x^{4} - \frac{1}{4}x^{3} - 44x^{2} + \frac{8}{1}x + 14.2
297,reconocer entidades nombradas: Polinomio de grado 6 de 7 términos,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ELEM] de [O] 7 [B-ELCOUNT] términos [B-ELEM],Polinomio de grado 6 de 7 términos,SUM NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E VR E,- VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} + VRx + VR,- \frac{10}{1}x^{6} - \frac{9}{9}x^{5} - 41.7x^{4} - \frac{1}{4}x^{3} - 44x^{2} + \frac{8}{1}x + 14.2
300,reconocer entidades nombradas: Polinomio de grado uno completo,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] uno [B-ATVAL] completo [B-EXCHAR],Polinomio de grado uno completo,SUM NEG MUL VR x E NEG VR E,- VRx - VR,- \frac{7}{10}x - 20.9
300,reconocer entidades nombradas: Polinomio de primer grado,Polinomio [B-EXTYPE] de [O] primer [B-ATVAL] grado [B-ATRIB],Polinomio de primer grado,SUM NEG MUL VR x E NEG VR E,- VRx - VR,- \frac{7}{10}x - 20.9
302,"reconocer entidades nombradas: Polinomio de grado 10  , completo  Desordenado","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 10 [B-ATVAL] , [O] completo [B-EXCHAR] Desordenado [B-EXCHAR]","Polinomio de grado 10  , completo  Desordenado",SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E VR MUL VR POW x 5 E MUL VR x E MUL VR POW x 9 E MUL VR POW x 7 E MUL VR POW x 6 E MUL VR POW x 10 E MUL VR POW x 8 E E,VRx^{2} + VRx^{3} + VRx^{4} + VR + VRx^{5} + VRx + VRx^{9} + VRx^{7} + VRx^{6} + VRx^{10} + VRx^{8},\frac{3}{1}x^{2} + 15.6x^{3} + 17.1x^{4} + 19 + \frac{10}{5}x^{5} + 36.0x + \frac{5}{6}x^{9} + 6.4x^{7} + 33.1x^{6} + \frac{4}{10}x^{10} + 11.5x^{8}
302,reconocer entidades nombradas: Polinomio con grado 10,Polinomio [B-EXTYPE] con [O] grado [B-ATRIB] 10 [B-ATVAL],Polinomio con grado 10,SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E VR MUL VR POW x 5 E MUL VR x E MUL VR POW x 9 E MUL VR POW x 7 E MUL VR POW x 6 E MUL VR POW x 10 E MUL VR POW x 8 E E,VRx^{2} + VRx^{3} + VRx^{4} + VR + VRx^{5} + VRx + VRx^{9} + VRx^{7} + VRx^{6} + VRx^{10} + VRx^{8},\frac{3}{1}x^{2} + 15.6x^{3} + 17.1x^{4} + 19 + \frac{10}{5}x^{5} + 36.0x + \frac{5}{6}x^{9} + 6.4x^{7} + 33.1x^{6} + \frac{4}{10}x^{10} + 11.5x^{8}
306,"reconocer entidades nombradas: Polinomio de grado 4, ordenado","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 4 [B-ATVAL] , [O] ordenado [B-EXCHAR]","Polinomio de grado 4, ordenado",SUM MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR,17.8x^{4} + \frac{2}{6}x^{3} + \frac{8}{7}x^{2} + 29x + 44.7
319,reconocer entidades nombradas: Polinomios completo de grado 10 con coeficientes reales. El coeficiente principal es 24 y el término independiente es 43.6,Polinomios [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 10 [B-ATVAL] con [O] coeficientes [B-ELEM] reales. [B-NSET] El [O] coeficiente [B-ELEM] principal [I-ELEM] es [O] 24 [B-ELVAL] y [O] el [O] término [B-ELEM] independiente [I-ELEM] es [O] 43.6 [B-ELVAL],Polinomios completo de grado 10 con coeficientes reales. El coeficiente principal es 24 y el término independiente es 43.6,SUM 43.6 MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E MUL VR POW x 8 E MUL VR POW x 9 E MUL 24 POW x 10 E E,VR + VRx + VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7} + VRx^{8} + VRx^{9} + VRx^{10},43.6 + \frac{10}{4}x + 24x^{2} - \frac{6}{10}x^{3} - \frac{2}{1}x^{4} - 29.9x^{5} - \frac{5}{9}x^{6} - \frac{6}{3}x^{7} + 23.9x^{8} + 4.5x^{9} + 24.0x^{10}
344,"reconocer entidades nombradas: Polinomio completo, desordenado, de grado 6 con coeficientes positivos y negativos","Polinomio [B-EXTYPE] completo [B-EXCHAR] , [O] desordenado [B-EXCHAR] , [O] de [O] grado [B-ATRIB] 6 [B-ATVAL] con [O] coeficientes [B-ELEM] positivos [B-ELCHAR] y [O] negativos [B-ELCHAR]","Polinomio completo, desordenado, de grado 6 con coeficientes positivos y negativos",SUM NEG MUL VR POW x 6 E MUL VR x E NEG MUL VR POW x 4 E VR NEG MUL VR POW x 3 E MUL VR POW x 2 E MUL VR POW x 5 E E,- VRx^{6} + VRx - VRx^{4} + VR - VRx^{3} + VRx^{2} + VRx^{5},- 43.1x^{6} + 30x - 6x^{4} + 5.7 - 50x^{3} + 43x^{2} + \frac{9}{7}x^{5}
352,reconocer entidades nombradas: Polinomio completo de grado 6 con 7 términos,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 6 [B-ATVAL] con [O] 7 [B-ELCOUNT] términos [B-ELEM],Polinomio completo de grado 6 con 7 términos,SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E MUL VR POW x 5 E MUL VR POW x 6 E E,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6},\frac{7}{4} + 20x + \frac{3}{3}x^{2} + 16.4x^{3} + 42x^{4} + \frac{6}{5}x^{5} + 4.9x^{6}
396,reconocer entidades nombradas: Polinomio de grado 1 con coeficiente principal 3 y terminó independiente 30.7,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] con [O] coeficiente [B-ELEM] principal [I-ELEM] 3 [B-ELVAL] y [O] terminó [B-ELEM] independiente [I-ELEM] 30.7 [B-ELVAL],Polinomio de grado 1 con coeficiente principal 3 y terminó independiente 30.7,SUM MUL 3 x E NEG 30.7 E,VRx - VR,3x - 30.7
404,"reconocer entidades nombradas: Polinomio de grado siete, completo","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] siete [B-ATVAL] , [O] completo [B-EXCHAR]","Polinomio de grado siete, completo",SUM NEG VR NEG MUL VR POW x 2 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 6 E NEG MUL VR POW x 3 E NEG MUL VR POW x 7 E NEG MUL VR x E E,- VR - VRx^{2} - VRx^{5} - VRx^{4} - VRx^{6} - VRx^{3} - VRx^{7} - VRx,- \frac{6}{5} - 33.9x^{2} - \frac{4}{7}x^{5} - 19x^{4} - \frac{1}{8}x^{6} - \frac{2}{1}x^{3} - \frac{7}{1}x^{7} - 48x
405,reconocer entidades nombradas: Polinomio de grado 3,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL],Polinomio de grado 3,SUM NEG MUL VR x E NEG VR NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E E,- VRx - VR - VRx^{2} - VRx^{3},- 38.0x - \frac{5}{7} - 33.1x^{2} - \frac{5}{9}x^{3}
405,"reconocer entidades nombradas: Polinomio de grado 3, completo , con coeficiente racional","Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] con [O] coeficiente [B-ELEM] racional [B-NSET]","Polinomio de grado 3, completo , con coeficiente racional",SUM NEG MUL VR x E NEG VR NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E E,- VRx - VR - VRx^{2} - VRx^{3},- 38.0x - \frac{5}{7} - 33.1x^{2} - \frac{5}{9}x^{3}
